시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금 (만원),종전계약 월세 (만원)
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.91,202210,6,"52,500",0,17,2008,청계천로 400,202211~202411,갱신,사용,"50,000",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.92,202210,8,"20,000",150,14,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.92,202210,8,"20,000",150,14,2008,청계천로 400,202211~202411,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.91,202210,8,"10,000",0,7,2008,청계천로 400,202210~202310,신규,-,0,0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202210,9,"2,184",24,13,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.97,202210,11,"60,000",0,15,2008,청계천로 400,202211~202411,신규,-,0,0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202210,12,"2,184",24,29,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.89,202210,12,"67,000",0,26,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.94,202210,13,"57,000",0,22,2008,청계천로 400,202211~202306,갱신,-,"44,000",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202210,14,"4,800",10,31,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.89,202210,14,"57,300",0,15,2008,청계천로 400,202210~202410,갱신,-,"54,600",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,114.9,202210,14,"68,000",50,26,2008,청계천로 400,202210~202410,갱신,사용,"65,000",50
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202210,18,"2,184",24,30,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.92,202210,19,"67,000",0,10,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.92,202210,19,"67,000",0,10,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.92,202210,20,"10,000",154,29,2008,청계천로 400,202211~202411,갱신,사용,"10,000",145
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.89,202210,21,"64,000",0,16,2008,청계천로 400,202211~202411,갱신,사용,"69,000",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.97,202210,22,"30,000",110,24,2008,청계천로 400,202210~202410,갱신,사용,"30,000",100
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202210,24,"4,800",10,19,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.92,202210,24,"65,000",0,9,2008,청계천로 400,202210~202410,갱신,-,"55,500",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.94,202210,24,"58,100",0,11,2008,청계천로 400,202211~202411,갱신,사용,"58,000",0
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.94,202211,2,"50,000",0,19,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,59.94,202211,2,"20,000",100,33,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,59.94,202211,2,"20,000",100,33,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,59.91,202211,8,"12,000",150,14,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.97,202211,9,"57,000",0,33,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.92,202211,9,"68,000",0,8,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.9,202211,11,"30,000",150,10,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,114.9,202211,12,"73,000",0,13,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.97,202211,12,"50,000",30,31,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,114.9,202211,14,"10,000",270,33,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,59.94,202211,14,"10,000",150,16,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202211,16,"5,113",9,32,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,33.62,202211,17,"2,184",24,31,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,월세,84.9,202211,18,"7,000",165,9,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.91,202211,22,"42,000",0,33,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.97,202211,23,"60,000",0,17,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,114.9,202211,24,"80,000",0,26,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,59.94,202211,25,"45,000",0,9,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.89,202211,28,"55,000",0,12,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,2545,2545,0,롯데캐슬,전세,84.9,202211,29,"65,000",0,24,2008,청계천로 400,-,-,-,,
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.95,202202,9,"43,000",0,9,2016,난계로11길 22,-,-,-,,
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.98,202203,2,"48,000",0,3,2016,난계로11길 22,-,-,-,,
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.98,202203,2,"48,000",0,3,2016,난계로11길 22,202205~202405,신규,-,0,0
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.95,202203,20,"42,000",0,8,2016,난계로11길 22,202204~202404,갱신,-,"40,000",0
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.95,202203,25,"47,000",0,5,2016,난계로11길 22,202204~202404,신규,-,0,0
서울특별시 중구 황학동,846,846,0,신당블루카운티,전세,59.98,202208,25,"47,000",0,11,2016,난계로11길 22,202209~202409,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,23.91,202202,8,"23,100",0,6,2018,마장로14길 11,202202~202402,갱신,사용,"22,000",0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,23.91,202202,24,"24,000",0,10,2018,마장로14길 11,202203~202403,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202203,19,"29,000",0,10,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202203,19,"29,000",0,10,2018,마장로14길 11,202204~202404,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,25.42,202203,23,"26,250",0,10,2018,마장로14길 11,202204~202404,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202205,19,"26,250",0,6,2018,마장로14길 11,202206~202406,갱신,사용,"25,000",0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202205,20,"27,300",0,8,2018,마장로14길 11,202206~202406,갱신,사용,"26,000",0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.78,202205,23,"28,000",0,6,2018,마장로14길 11,202206~202406,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.78,202206,7,"28,000",0,9,2018,마장로14길 11,202207~202407,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.78,202206,13,"28,000",0,8,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.78,202206,13,"28,000",0,8,2018,마장로14길 11,202206~202406,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.79,202207,2,"27,000",0,8,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202208,10,"27,300",0,4,2018,마장로14길 11,202210~202410,갱신,사용,"26,000",0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,25.42,202210,26,"26,000",0,7,2018,마장로14길 11,202212~202412,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,23.91,202210,27,"20,000",0,8,2018,마장로14길 11,202212~202412,신규,-,0,0
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,29.87,202211,1,"27,000",0,9,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,23.91,202211,7,"18,000",0,4,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.55,202211,24,"26,000",0,10,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1200,1200,0,위너빌(Winnervill),전세,28.78,202211,24,"27,000",0,10,2018,마장로14길 11,-,-,-,,
서울특별시 중구 황학동,1524,1524,0,창성그린빌,월세,63.74,202203,21,"10,000",80,5,2003,난계로21길 37,202204~202404,신규,-,0,0
서울특별시 중구 황학동,1524,1524,0,창성그린빌,월세,63.74,202211,28,"23,100",14,2,2003,난계로21길 37,-,-,-,,
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,29.87,202202,19,"37,800",0,10,2022,난계로17길 40-16,202203~202403,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,월세,50.06,202202,25,"2,000",125,7,2022,난계로17길 40-16,202202~202402,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,29.87,202203,8,"37,800",0,10,2022,난계로17길 40-16,-,-,-,,
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,50.06,202203,31,"46,700",0,10,2022,난계로17길 40-1,-,-,-,,
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,50.06,202203,31,"46,700",0,10,2022,난계로17길 40-1,202205~202405,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,50.06,202205,9,"46,700",0,10,2022,난계로17길 40-16,-,-,-,,
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,52.66,202206,2,"45,700",0,5,2022,난계로17길 40-16,202206~202406,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,29.82,202206,29,"36,800",0,8,2022,난계로17길 40-16,202206~202406,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,29.79,202210,22,"28,000",0,9,2022,난계로17길 40-16,202212~202412,신규,-,0,0
서울특별시 중구 황학동,1531,1531,0,청계랜드힐아파트,전세,29.79,202210,22,"28,000",0,9,2022,난계로17길 40-16,-,-,-,,
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.49,202201,15,"26,250",0,5,2019,난계로17길 48,-,-,-,,
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.49,202203,19,"29,500",0,13,2019,난계로17길 48,202203~202405,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,월세,26.14,202203,26,"2,000",100,8,2019,난계로17길 48,202204~202304,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.14,202204,24,"30,000",0,10,2019,난계로17길 48,202205~202405,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.35,202206,16,"27,000",0,7,2019,난계로17길 48,202207~202407,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.35,202208,29,"27,000",0,11,2019,난계로17길 48,202209~202409,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.14,202209,5,"29,000",0,6,2019,난계로17길 48,202209~202409,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.35,202209,19,"30,000",0,5,2019,난계로17길 48,202210~202410,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,월세,26.14,202209,26,"2,000",100,8,2019,난계로17길 48,-,-,-,,
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,월세,27.84,202210,14,40,130,11,2019,난계로17길 48,202210~202310,신규,-,0,0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,26.49,202210,18,"26,250",0,5,2019,난계로17길 48,-,-,-,,
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,월세,26.35,202210,21,"25,500",5,10,2019,난계로17길 48,202212~202412,갱신,사용,"25,500",0
서울특별시 중구 황학동,2033,2033,0,청계리버팰리스A,전세,27.84,202211,18,"25,200",0,8,2019,난계로17길 48,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,전세,25.5,202205,7,"27,300",0,12,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,월세,26.94,202206,20,"2,000",90,7,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,전세,25.5,202210,13,"27,000",0,11,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,월세,25.5,202211,2,"1,000",110,12,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,전세,25.5,202211,2,"26,300",0,13,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,2015,2015,0,청계리버팰리스B,전세,25.5,202211,2,"26,200",0,13,2018,난계로17길 58-8,-,-,-,,
서울특별시 중구 황학동,1729,1729,0,청계우성아트윈,전세,17.01,202201,11,"7,500",0,6,2013,난계로17길 20-21,-,-,-,,
서울특별시 중구 황학동,1729,1729,0,청계우성아트윈,전세,37.52,202202,12,"21,400",0,8,2013,난계로17길 20-21,202202~202402,신규,-,0,0
서울특별시 중구 황학동,1729,1729,0,청계우성아트윈,월세,16.1,202207,23,"3,000",35,6,2013,난계로17길 20-21,202207~202307,신규,-,0,0
서울특별시 중구 황학동,1729,1729,0,청계우성아트윈,월세,16.1,202210,29,"1,000",50,8,2013,난계로17길 20-21,-,-,-,,
서울특별시 중구 황학동,1729,1729,0,청계우성아트윈,전세,37.52,202211,5,"19,800",0,5,2013,난계로17길 20-21,-,-,-,,
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202202,25,"1,000",60,15,2013,난계로 173,-,-,-,,
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202203,29,"13,000",7,14,2013,난계로 173,202204~202404,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202204,14,"1,000",60,17,2013,난계로 173,202205~202305,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202204,15,"1,000",60,17,2013,난계로 173,202205~202305,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202204,22,"1,000",60,13,2013,난계로 173,202205~202305,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202204,30,"1,000",60,17,2013,난계로 173,202205~202305,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202205,11,"1,000",60,16,2013,난계로 173,202206~202306,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202205,14,"1,000",60,17,2013,난계로 173,202205~202305,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202206,18,"1,000",60,16,2013,난계로 173,202206~202306,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202206,20,"1,000",60,15,2013,난계로 173,202207~202307,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202206,22,"5,000",45,16,2013,난계로 173,202207~202307,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202206,30,"1,000",60,16,2013,난계로 173,202207~202307,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,전세,16.37,202209,26,"13,500",0,17,2013,난계로 173,202210~202410,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,월세,16.37,202209,28,"1,000",60,16,2013,난계로 173,202211~202311,신규,-,0,0
서울특별시 중구 황학동,787,787,0,한양I-Class,전세,16.37,202210,12,"12,900",0,14,2013,난계로 173,202210~202310,갱신,-,"12,500",0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.94,202201,8,"52,500",0,10,2010,난계로11길 30,-,갱신,사용,"50,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.96,202202,17,"58,800",0,6,2010,난계로11길 30,202203~202403,갱신,사용,"56,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,월세,84.94,202202,21,"5,000",170,13,2010,난계로11길 30,202202~202402,갱신,-,"5,000",150
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.94,202203,24,"58,800",0,6,2010,난계로11길 30,202205~202405,갱신,사용,"56,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.96,202204,9,"75,000",0,10,2010,난계로11길 30,202205~202405,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,월세,84.95,202206,3,"10,000",200,13,2010,난계로11길 30,202206~202406,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,월세,84.94,202206,4,"30,000",90,18,2010,난계로11길 30,202206~202306,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.94,202206,28,"70,000",0,6,2010,난계로11길 30,202208~202408,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.95,202207,2,"56,000",0,12,2010,난계로11길 30,202207~202407,갱신,-,"53,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.96,202207,29,"65,000",0,14,2010,난계로11길 30,202209~202409,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,월세,192.13,202208,11,"10,000",300,19,2010,난계로11길 30,202208~202408,신규,-,0,0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.94,202208,18,"66,000",0,4,2010,난계로11길 30,202209~202409,갱신,사용,"63,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,월세,84.94,202208,26,"63,000",11,4,2010,난계로11길 30,202209~202409,갱신,사용,"63,000",0
서울특별시 중구 황학동,882,882,0,황학동코아루,전세,84.95,202210,25,"58,000",0,11,2010,난계로11길 30,202211~202411,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.965,202201,12,"80,000",0,6,2010,퇴계로 447,202203~202403,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.962,202202,7,"88,000",0,18,2010,퇴계로 447,202204~202404,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,134.301,202202,14,"3,000",305,11,2010,퇴계로 447,202202~202402,갱신,사용,"3,000",290
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,134.301,202202,14,"3,000",305,11,2010,퇴계로 447,202202~202402,갱신,사용,"3,000",290
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,134.301,202202,20,"10,000",288,11,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,134.301,202202,23,"10,000",350,18,2010,퇴계로 447,202204~202404,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.962,202203,1,"63,000",0,18,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.962,202203,12,"83,000",0,14,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.962,202203,12,"83,000",0,14,2010,퇴계로 447,202204~202404,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,109.146,202203,19,"66,000",0,5,2010,퇴계로 447,202203~202403,갱신,사용,"63,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,109.146,202203,29,"66,150",0,8,2010,퇴계로 447,-,갱신,사용,"63,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,84.962,202204,1,"10,000",240,17,2010,퇴계로 447,202207~202407,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,84.962,202204,1,"10,000",240,17,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,134.301,202204,28,"75,600",0,6,2010,퇴계로 447,202204~202210,갱신,사용,"72,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,149.06,202205,23,"86,000",0,18,2010,퇴계로 447,202206~202406,갱신,사용,"85,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,109.146,202205,25,"68,000",0,11,2010,퇴계로 447,202206~202406,갱신,사용,"65,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,111.224,202206,3,"75,600",0,6,2010,퇴계로 447,202206~202406,갱신,사용,"72,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,111.224,202206,7,"35,000",165,15,2010,퇴계로 447,202207~202407,갱신,사용,"35,000",160
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,109.146,202206,11,"85,000",0,6,2010,퇴계로 447,202207~202407,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,134.301,202208,17,"110,000",0,15,2010,퇴계로 447,202209~202409,신규,-,0,0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.893,202208,31,"68,250",0,11,2010,퇴계로 447,202210~202410,갱신,사용,"65,000",0
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,84.965,202209,7,"65,000",0,8,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,월세,149.06,202211,26,"50,000",185,6,2010,퇴계로 447,-,-,-,,
서울특별시 중구 황학동,2523,2523,0,황학아크로타워,전세,109.146,202211,29,"80,000",0,6,2010,퇴계로 447,-,-,-,,
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.57,202201,14,"93,450",0,18,2010,퇴계로 72,202201~202401,갱신,-,"87,000",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.53,202201,17,"90,000",0,5,2010,퇴계로 72,-,-,-,,
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.53,202203,2,"105,500",0,19,2010,퇴계로 72,202205~202405,갱신,-,"97,500",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,205.62,202203,24,"170,000",0,13,2010,퇴계로 72,202205~202405,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.57,202204,19,"160,000",0,14,2010,퇴계로 72,202206~202406,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,122.7,202204,19,"5,000",450,10,2010,퇴계로 72,202205~202405,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,122.7,202205,6,"30,000",360,6,2010,퇴계로 72,202206~202306,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,205.62,202205,7,"176,000",0,4,2010,퇴계로 72,202208~202407,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,205.62,202205,7,"176,000",0,4,2010,퇴계로 72,202208~202407,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,122.7,202205,10,"96,600",0,19,2010,퇴계로 72,202206~202406,갱신,사용,"92,000",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,137.53,202205,10,"1,500",500,13,2010,퇴계로 72,202206~202406,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.57,202205,21,"103,900",0,10,2010,퇴계로 72,202209~202409,갱신,사용,"99,000",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,176.26,202205,24,"10,000",760,14,2010,퇴계로 72,202207~202307,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,137.53,202206,16,"89,250",95,8,2010,퇴계로 72,202209~202409,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,137.53,202207,28,"40,000",285,21,2010,퇴계로 72,202210~202410,신규,-,0,0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,176.26,202208,18,"134,400",0,18,2010,퇴계로 72,202208~202408,갱신,사용,"128,000",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,145.79,202209,15,"90,000",150,16,2010,퇴계로 72,202210~202410,갱신,-,"80,000",150
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,월세,137.53,202209,28,"84,000",142,25,2010,퇴계로 72,202210~202410,갱신,사용,"80,000",135
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.53,202210,5,"136,500",0,27,2010,퇴계로 72,202212~202412,갱신,사용,"130,000",0
서울특별시 중구 회현동1가,206,206,0,남산SKLEADERSVIEW,전세,137.53,202210,5,"136,500",0,27,2010,퇴계로 72,-,-,-,,
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,전세,133.98,202201,11,"102,900",0,19,2011,소공로 35,202203~202403,갱신,사용,"98,000",0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,전세,113.46,202201,13,"160,000",0,27,2011,소공로 35,202203~202403,신규,-,0,0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,월세,113.46,202201,15,"20,000",330,12,2011,소공로 35,202203~202403,신규,-,0,0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,월세,44.99,202201,16,"35,000",100,23,2011,소공로 35,202201~202401,신규,-,0,0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,월세,113.46,202201,18,"20,000",213,11,2011,소공로 35,202202~202402,갱신,사용,"20,000",200
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,전세,44.99,202201,28,"47,250",0,24,2011,소공로 35,-,-,-,,
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,월세,113.46,202201,29,"10,000",400,17,2011,소공로 35,202202~202302,신규,-,0,0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,월세,44.99,202202,3,"10,000",200,29,2011,소공로 35,202203~202403,신규,-,0,0
서울특별시 중구 회현동1가,208,208,0,남산롯데캐슬아이리스,전세,44.99,202202,3,"50,000",0,27,2011,소공로 35,-,-,-,,
