정류장번호,정류장명,정류장_위도,정류장_경도
SEB118900039,신동아아파트.관악고교,37.5216148,126.8851621
SEB118900040,도림사거리,37.5063174,126.9017766
SEB118900041,e편한세상문래에듀플라츠,37.5203116,126.8858598
SEB118900042,태양의집.썬프라자,37.4958177,126.9073026
SEB118900045,영신고등학교,37.4975925,126.9083813
SEB118900047,신풍역.수녀원,37.4994414,126.9077008
SEB118900048,근로복지공단.서울남부지사,37.5214037,126.912138
SEB118900049,현대홈타운아파트,37.5234161,126.8958915
SEB118900050,삼성래미안아파트1단지,37.504688,126.9162201
SEB118900051,벽산메가트리움APT,37.5186715,126.897552
SEB118900052,한강성심병원,37.5233986,126.9107746
SEB118900053,문래역.홈플러스,37.5204202,126.8951637
SEB118900054,대영초중고,37.5020836,126.904586
SEB118900055,삼성래미안아파트2단지,37.5067128,126.9142274
SEB118900056,영일시장.록스,37.5183149,126.9010071
SEB118900058,남부햄.제일빌딩,37.5262167,126.9089587
SEB118900059,교보생명,37.5206586,126.8927264
SEB118900062,한국산업인력공단,37.527879,126.9084115
SEB118900064,영등포역,37.5171566,126.906089
SEB118900065,삼성래미안3차아파트,37.5304101,126.9073492
SEB118900066,GS25앞,37.5213724,126.8879274
SEB118900067,당산역.지하철2호선,37.534945,126.9024333
SEB118900068,당산중학교.한국소방안전원,37.5322315,126.906607
SEB118900069,모랫말.도림새마을금고,37.5085202,126.9002173
SEB118900071,삼성래미안동문,37.5311163,126.9047437
SEB118900072,양평역,37.5253329,126.886255
SEB118900073,도림고가.영등포아트자이,37.5104673,126.8989591
SEB118900074,남성아파트,37.5130251,126.8923335
SEB118900075,당산센트럴아이파크아파트,37.5294473,126.9025105
SEB118900076,영은교회,37.5250867,126.8888971
SEB118900077,도림교회,37.5093467,126.8973227
SEB118900078,선화약국,37.5107987,126.9170147
SEB118900079,문래자이아파트상가,37.5164386,126.894564
SEB118900080,효성아파트,37.5301733,126.9009081
SEB118900081,노동부남부지청.영등포세무서,37.5246388,126.8917297
SEB118900082,도림동주민센터,37.5087971,126.8964095
SEB118900083,푸른숲아파트,37.5087029,126.9174161
SEB118900084,문래자이정문,37.5169493,126.896353
SEB118900085,대신시장,37.5121237,126.9165402
SEB118900086,현대APT후문,37.5242285,126.8944184
SEB118900087,코오롱아파트,37.5080045,126.8947354
SEB118900088,골프장,37.5088334,126.9199045
SEB118900089,문래자이후문,37.5168991,126.8986416
SEB118900090,농협,37.5113609,126.9130016
SEB118900091,영등포구청.우리은행,37.5254398,126.8966953
SEB118900092,오거리,37.5090406,126.9202843
SEB118900093,문래주민센터,37.5176016,126.8993511
SEB118900096,금호아파트,37.5187718,126.8979309
SEB118900097,도림동주민센터,37.5086891,126.8964537
SEB118900099,도림교회,37.5092269,126.8973308
SEB118900100,현대홈타운아파트,37.5195771,126.8915322
SEB118900101,서울해군호텔,37.5046969,126.9159695
SEB118900102,병무청,37.5063629,126.9217497
SEB118900103,성당,37.5050446,126.9217262
SEB118900104,서울해군호텔,37.5042266,126.9159722
SEB118900105,신길힐스테이트클래시안아파트,37.5055906,126.911453
SEB118900107,신길한성아파트,37.5041513,126.9199106
SEB118900108,병무청,37.5063656,126.921623
SEB118900110,당산역,37.5330028,126.901048
SEB118900111,신동아아파트.관악고교,37.5223558,126.8855026
SEB118900112,현대2.3차아파트,37.5326083,126.8969389
SEB118900113,현대3차유원아파트,37.5319345,126.8973008
SEB118900114,당서초교,37.5311111,126.8995389
SEB118900115,신대방1동경남아파트,37.4899319,126.907561
SEB118900116,농협.대림2동주민센터,37.4908109,126.9014158
SEB118900117,대림포교원,37.4924371,126.9032197
SEB118900118,대림1동새마을금고,37.493358,126.9042511
SEB118900119,대림1동주민센터,37.4950914,126.9061884
SEB118900120,태양의집.썬프라자,37.4961223,126.9073565
SEB118900121,한솔아파트,37.5438918,126.8880522
SEB118900122,대림역7호선,37.4928226,126.8966204
SEB118900123,구립복지관,37.4980404,126.9080395
SEB118900124,현대6차아파트.거성아파트,37.5311033,126.8942759
SEB118900126,우성2차아파트,37.4955536,126.899444
SEB118900129,대림3동주민센터,37.4980793,126.8983424
SEB118900130,노동부남부지청,37.5253724,126.8909004
SEB118900131,대영초중고,37.502528,126.904047
SEB118900132,정현부페,37.4993863,126.8977582
SEB118900133,선유도역.롯데홈쇼핑,37.5370485,126.8934442
SEB118900135,대림요양병원,37.5025321,126.8999334
SEB118900136,도림사거리,37.5070907,126.9009386
SEB118900137,SK엔카,37.5343029,126.8925202
SEB118900139,e편한세상문래에듀플라츠,37.5204494,126.8858415
SEB118900140,도림새마을금고,37.5084857,126.8999436
SEB118900141,거성현대6차아파트,37.5327075,126.8920914
SEB118900144,도림고가.동아에코빌,37.5101175,126.8988261
SEB118900145,선유고등학교,37.5332901,126.8945867
SEB118900146,건영아파트,37.5057686,126.9018101
SEB118900147,근로복지공단.서울남부지사,37.5213296,126.9119175
SEB118900148,당산중학교.한국소방안전원,37.531889,126.9065022
SEB118900150,당산소방서,37.5349622,126.8993775
SEB118900152,크라운사거리,37.5083375,126.9049106
SEB118900157,GS홈쇼핑앞,37.5210328,126.8900548
SEB118900158,벽산아파트,37.5232769,126.8820245
SEB118900159,동양아파트,37.541761,126.89027
SEB118900161,선유도역.롯데홈쇼핑,37.5372592,126.893316
SEB118900163,당산초등학교,37.5386977,126.8947635
SEB118900164,한신아파트.선유도공원,37.5406592,126.8924692
SEB118900165,골프장,37.508938,126.9200051
SEB118900166,성애병원,37.5117534,126.921804
SEB118900167,오거리,37.5088147,126.9215458
SEB118900168,놀이터,37.5100192,126.9224212
SEB118900169,삼환아파트,37.5071313,126.9200285
SEB118900170,삼환아파트,37.5072359,126.920146
SEB118900171,오거리,37.5086678,126.9215731
SEB118900174,래미안영등포프레비뉴아파트,37.5056353,126.9069364
SEB118900176,약산약국,37.5113138,126.9142968
SEB118900177,삼성래미안아파트,37.5073255,126.9129666
SEB118900178,신길중앙새마을금고,37.5054257,126.9126669
SEB118900179,신길파크자이아파트,37.5048121,126.9139061
SEB118900182,성당,37.5051599,126.921656
SEB118900183,신길보라매SK뷰아파트,37.5039954,126.9198893
SEB118900184,강남성심병원.대림성모병원,37.4913065,126.9080614
SEB118900185,대림1동주민센터,37.4950637,126.9064554
SEB118900186,신대림한솔솔파크아파트.충심교회,37.4888933,126.8992324
SEB118900187,대림3동주민센터,37.4983606,126.8985174
SEB118900188,국민은행,37.5010156,126.8989684
SEB118900189,대동초등학교.명지성모병원,37.4942013,126.8987627
SEB118900190,대우미래사랑,37.5118103,126.9004176
SEB118900191,영등포아트자이,37.5113451,126.8991762
SEB118900192,대우미래사랑,37.5123,126.9009464
SEB118900193,영등포푸르지오,37.5117732,126.9034753
SEB118900195,영등포푸르지오후문,37.5130229,126.9034239
SEB118900196,선의원,37.5124643,126.909144
SEB118900197,영등포동.영등포푸르지오아파트,37.5110196,126.9053948
SEB118900198,신길GS자이아파트정문,37.5062985,126.9171066
SEB118900199,신길GS자이아파트후문,37.5061002,126.9157992
SEB118900200,신길4동주민센터,37.5081805,126.9115551
SEB118900201,우신초등학교,37.5095929,126.9108193
SEB118900202,우신초등학교,37.509371,126.9105775
SEB118900203,신길GS자이아파트정문,37.506131,126.9172436
SEB118900204,푸른숲아파트,37.5087156,126.9176242
SEB118900205,신길동오거리,37.5103422,126.9158434
SEB118900206,신기목련아파트,37.5090975,126.9157093
SEB119000001,동작상떼빌아파트,37.486449,126.904448
SEB119000002,신대방경남아파트,37.4902677,126.9078274
SEB119000003,신대방현대아파트,37.4953578,126.9115804
SEB119000004,보라매공원,37.4969159,126.9163118
SEB119000005,보라매역.동작세무서,37.4981412,126.9201964
SEB119000006,강남중학교,37.5037895,126.9218983
SEB119000007,현대아파트,37.513174,126.931437
SEB119000008,현대아파트.유한양행,37.5132368,126.9323737
SEB119000009,노량진수산시장.CTS기독교TV,37.513423,126.938456
SEB119000010,노량진수산시장.CTS기독교TV,37.51348,126.9388655
SEB119000011,노량진역,37.513733,126.943811
SEB119000012,노량진역,37.5138325,126.9447114
SEB119000013,노들역,37.512825,126.949256
SEB119000014,노들역,37.5127342,126.9509621
SEB119000020,서울지방병무청앞,37.506935,126.923275
SEB119000021,공군호텔,37.5100106,126.924541
SEB119000022,대방역,37.5125881,126.9263634
SEB119000023,KT동작지사,37.5130395,126.93566
SEB119000024,노량진역3번출구,37.5133914,126.941757
SEB119000025,노량진역2번출구,37.5138535,126.9433483
SEB119000026,사육신공원,37.5133746,126.946188
SEB119000027,사육신공원,37.513315,126.947977
SEB119000028,노들역,37.5128098,126.9508931
SEB119000029,노들역,37.5125097,126.9508446
SEB119000030,흑석동효사정앞,37.511297,126.96101
SEB119000031,흑석동효사정앞,37.5115728,126.9612375
SEB119000032,흑석역.흑석동빗물펌프장,37.5083232,126.9633103
SEB119000033,흑석역.명수대현대아파트,37.5074984,126.9650447
SEB119000034,흑석역.명수대현대아파트,37.507585,126.9655921
SEB119000035,흑석동명수대현대아파트,37.507269,126.9664429
SEB119000036,비계,37.5063016,126.9680257
SEB119000037,비계,37.506437,126.9685844
SEB119000038,흑석동한강현대아파트,37.505867,126.971748
SEB119000039,흑석동한강현대아파트,37.5054978,126.9711242
SEB119000040,동작역.국립현충원,37.5024209,126.9769231
SEB119000041,동작역.국립현충원,37.5031885,126.9766525
SEB119000048,사당1동관악시장앞,37.47679,126.977952
SEB119000049,예술인마을,37.4760492,126.972845
SEB119000050,서울공업고등학교,37.4997142,126.9224285
SEB119000051,서울공업고등학교,37.4999614,126.9215709
SEB119000052,대림초등학교,37.4996077,126.926481
SEB119000053,대림초등학교,37.4998553,126.9261279
SEB119000054,성대시장,37.4999961,126.9309085
SEB119000055,성대시장,37.500119,126.9315972
SEB119000056,상도초등학교입구,37.5033055,126.9367655
SEB119000057,상도초등학교입구,37.5029598,126.9357682
SEB119000058,장승배기역,37.5046761,126.9385221
SEB119000059,동작문화복지센터.동작보건소,37.5049377,126.9407908
SEB119000060,동작문화복지센터.동작보건소,37.505277,126.941899
SEB119000061,상도노빌리티아파트,37.5047608,126.9457915
SEB119000062,상도노빌리티아파트,37.5043269,126.9468675
SEB119000063,상도터널노량진동,37.5121264,126.9543267
SEB119000064,상도터널노량진동,37.5120063,126.9536978
SEB119000065,상도터널상도동,37.5045988,126.9495037
SEB119000066,상도터널상도동,37.5038586,126.949519
SEB119000067,상도역,37.5016271,126.9486225
SEB119000068,상도역,37.501249,126.9495197
SEB119000069,상도동중앙하이츠빌.상도전통시장,37.4988131,126.951185
SEB119000070,상도동중앙하이츠빌.상도전통시장,37.4986899,126.9517743
SEB119000071,숭실대입구역,37.4967449,126.9528636
SEB119000072,숭실대입구역,37.4961666,126.9533491
SEB119000073,숭실대입구역,37.4964614,126.9537334
SEB119000074,봉현초등학교,37.491736,126.9560694
SEB119000075,봉천고개.관악현대아파트,37.4917326,126.9565953
SEB119000076,숭실대정문앞,37.49515,126.957055
SEB119000077,숭실대정문앞,37.4953183,126.9572808
SEB119000078,숭실대별관앞,37.494639,126.9602929
SEB119000079,숭실대별관앞,37.49493,126.9600224
SEB119000080,사당5치안센터,37.4890277,126.9656493
SEB119000081,총신대,37.4887422,126.9661798
SEB119000082,총신대,37.487752,126.9664052
SEB119000083,사당중학교,37.4864269,126.9680184
SEB119000084,사당중학교,37.4866369,126.9681789
SEB119000085,남성역,37.4849291,126.9707465
SEB119000086,남성역,37.4847155,126.9706143
SEB119000087,남성역골목시장,37.483569,126.9734201
SEB119000088,남성역골목시장,37.4835063,126.9730387
SEB119000089,남성초등학교,37.484155,126.97911
SEB119000090,남성초등학교,37.4842992,126.9784299
SEB119000091,이수역9번출구,37.4846184,126.9802576
SEB119000092,이수역10번출구,37.4848328,126.9801874
SEB119000093,신대방삼거리,37.4977748,126.9278411
SEB119000094,신대방삼거리,37.4981427,126.9282287
SEB119000095,보라매병원입구,37.494757,126.927191
SEB119000097,동작구청.노량진초등학교앞,37.5103727,126.9400366
SEB119000098,동작구청.노량진초등학교앞,37.510453,126.940337
SEB119000099,장성교회,37.508211,126.9399682
SEB119000100,청화병원,37.507245,126.9400798
SEB119000101,중앙대학교,37.5078333,126.9613548
SEB119000102,중앙대학교,37.5085092,126.9615071
SEB119000103,중앙대학교,37.5083452,126.9614382
SEB119000104,7호선장승배기역.상도2치안센터,37.5041718,126.9391355
SEB119000105,7호선장승배기역.상도2치안센터,37.5043404,126.9393254
SEB119000106,상도2동아이파크.포스코더샵아파트,37.5014793,126.9408309
SEB119000107,상도2동아이파크.포스코더샵아파트,37.5012155,126.9413548
SEB119000108,신상도초등학교,37.4990882,126.9437112
SEB119000109,중앙대후문,37.5048082,126.9536355
SEB119000110,중앙대후문,37.5045504,126.953431
SEB119000111,중앙대정문,37.5066995,126.9579847
SEB119000112,중앙대중문,37.5066853,126.9571485
SEB119000113,중앙대정문,37.5072427,126.9587686
SEB119000114,신대방역,37.4873791,126.9123158
SEB119000115,신대방역,37.487553,126.9122534
SEB119000116,동작상떼빌아파트,37.4882537,126.9071028
SEB119000117,신대방경남아파트,37.4884286,126.9072269
SEB119000118,흑석동한강현대아파트,37.5055885,126.9700586
SEB119000123,서울특별시.보라매병원,37.4926623,126.9244081
SEB119000124,신상도초등학교,37.4993739,126.9436736
SEB119000125,상도4동약수맨션,37.4980582,126.9436362
SEB119000126,경향렉스빌.롯데캐슬비엔,37.4959295,126.9429139
SEB119000127,경향렉스빌.롯데캐슬비엔,37.4959853,126.9427352
SEB119000128,흑석역.명수대현대아파트,37.5077298,126.9646408
SEB119000131,상도4동약수맨션,37.497959,126.9433569
SEB119000132,동작역.국립현충원,37.5027019,126.9765509
SEB119000133,동작역.국립현충원,37.502939,126.9769173
SEB119000134,동작구청정문,37.5123768,126.9400621
SEB119000135,상도SH빌아파트상도팰리스후문,37.5025096,126.9538202
SEB119000136,상도SH빌아파트상도팰리스후문,37.5031415,126.9542926
SEB119000137,상도3차삼성래미안후문,37.5010547,126.9538226
SEB119000138,상도3차삼성래미안후문,37.5009407,126.9535689
SEB119000139,상도1동주민센터.상도3차래미안,37.4986608,126.9532186
SEB119000140,상도1동주민센터.상도3차래미안,37.4980895,126.9532043
SEB119000199,효사정앞,37.5114312,126.960741
SEB119000200,효사정앞,37.5103036,126.9626136
SEB119000279,흑석동,37.507676,126.9654484
SEB119000280,흑석역.명수현대아파트,37.507456,126.9650934
SEB119000284,방배노인종합복지관,37.480679,126.9818145
SEB119000285,사당동우체국앞,37.4832273,126.9819451
SEB119000286,총신대입구역.남성시장입구앞,37.4882168,126.9822243
SEB119000287,경문고교.배나무골앞,37.4914511,126.9825668
SEB119000288,정금마을.방배경찰서,37.4942338,126.9826144
SEB119000289,갯마을앞,37.497555,126.9833117
SEB119000290,노들역앞,37.5132618,126.9522638
SEB119000291,대방역.여의교앞,37.514757,126.92733
SEB119000292,공군호텔,37.5102017,126.9246177
SEB119000293,동작실버센터입구,37.5130085,126.9567458
SEB119000294,노들역4번출구앞,37.5124572,126.9533594
SEB119000295,대방역1번출구앞,37.5131277,126.9276883
SEB119000296,사당동대아신협앞,37.4832641,126.9761194
SEB119000302,사당역9번출구앞,37.4773926,126.9813958
SEB119000303,당곡사거리.롯데백화점관악점,37.4910041,126.9270746
SEB119000312,핸드픽트호텔,37.5012957,126.9334329
SEB119000313,핸드픽트호텔,37.5014475,126.9332745
SEB119000314,신림역2번출구,37.483322,126.9298971
SEB119000315,벽산블루밍아파트종점,37.4920953,126.9446537
SEB119000316,금양빌딩,37.4995065,126.9535019
SEB119000317,래미안상도3차중문,37.5000172,126.9538399
SEB119000318,63빌딩.한강유람선,37.5212987,126.940164
SEB119000319,사당롯데캐슬골든포레.사당해그린,37.4930149,126.9625058
SEB119900001,남성역.남성역골목시장,37.4840644,126.9721558
SEB119900002,상도은빛어르신복지관.터널경로당,37.5065716,126.9512512
SEB119900003,대림프라자.사당3동주민센터,37.4834954,126.9745803
SEB119900004,7호선신대방삼거리역2번출구.국민은행,37.4987747,126.9287042
SEB119900005,사회복지관앞,37.5060671,126.933078
SEB119900006,사당문화복지관,37.4852225,126.9694957
SEB119900007,현대한의원,37.5001592,126.9325619
SEB119900008,숭의여중.고교,37.5079144,126.9299522
SEB119900009,이화약국,37.5049512,126.9505374
SEB119900010,중앙대후문,37.5050011,126.952862
SEB119900011,푸른초장교회,37.4978176,126.9300612
SEB119900012,신대방1동주민센터,37.4870409,126.9095785
SEB119900013,중대후문입구,37.5043455,126.9501363
SEB119900014,중앙대중문,37.5067385,126.957288
SEB119900015,백경세탁소,37.4966448,126.9308347
SEB119900016,주택가,37.50536,126.9368294
SEB119900017,방범초소,37.4941682,126.943742
SEB119900018,중앙대병원후문.흑석시장,37.5069134,126.9617387
SEB119900019,빙수골마을공원,37.4965518,126.9321116
SEB119900020,대방동주민센터,37.5082726,126.9262406
SEB119900021,성원샹떼빌앞,37.4877057,126.908042
SEB119900022,이수역,37.484686,126.98046
SEB119900023,상도역7호선,37.5027474,126.9472102
SEB119900025,빙수골공영주차장,37.4952795,126.932158
SEB119900026,국민은행4번출구,37.504481,126.9377214
SEB119900027,국사봉중학교,37.4931806,126.943728
SEB119900028,중대부속초등학교,37.5053724,126.9610502
SEB119900029,구동사무소,37.4961096,126.9324298
SEB119900030,대림아파트후문.성남중.고교,37.5056747,126.9248146
SEB119900031,밤골터널.상도역롯데캐슬파크엘,37.5018124,126.945884
SEB119900033,중앙대병원,37.5076898,126.9607327
SEB119900034,선재유통,37.4946581,126.9328021
SEB119900037,사당.인정아파트,37.489971,126.9649635
SEB119900038,삼거리우편물취급소,37.4841645,126.9770554
SEB119900039,동작삼일수영장,37.4873936,126.9747984
SEB119900040,은로초등학교,37.5034673,126.9609555
SEB119900041,청운종합복지관,37.4955668,126.9334403
SEB119900042,성남중고,37.5045784,126.9253134
SEB119900043,갑을명가,37.4825265,126.9666767
SEB119900044,이수시너스.이수역7번출구,37.4838644,126.9817844
SEB119900046,영은교회,37.4943957,126.934095
SEB119900047,현대아이파크,37.5008885,126.9416027
SEB119900049,신남성초교후문,37.4890283,126.9645998
SEB119900050,남성초등학교.사당청소년문화의집,37.4860104,126.9748407
SEB119900051,중앙빌리지.동부센트레빌,37.5019504,126.9603931
SEB119900052,성심슈퍼,37.4951429,126.9344155
SEB119900053,대방어린이도서관,37.5029619,126.9254812
SEB119900054,롯데캐슬비엔,37.4968433,126.9430908
SEB119900055,사당시장,37.48309,126.9751266
SEB119900057,갑을명가아파트,37.493694,126.934574
SEB119900058,화성목욕탕,37.4996265,126.9406672
SEB119900059,숭실대후문,37.4950952,126.9610345
SEB119900060,삼일공원,37.486851,126.9738555
SEB119900061,유앤미아파트,37.5010447,126.9604266
SEB119900062,구중앙슈퍼앞,37.4946119,126.9355039
SEB119900063,보라매공원입구,37.4963083,126.9182109
SEB119900065,대림프라자.사당3동주민센터,37.483926,126.9738757
SEB119900067,당곡중.고등학교,37.4929709,126.9354612
SEB119900068,충남정육점,37.4989765,126.9399699
SEB119900069,삼성래미안아파트,37.4981241,126.959194
SEB119900070,자이아파트상가앞,37.4886828,126.9631559
SEB119900071,대림아파트후문,37.4886519,126.9721846
SEB119900073,신대방삼거리역,37.4999673,126.9281819
SEB119900074,보라매공원,37.494588,126.9187006
SEB119900075,이수역,37.4850014,126.9806261
SEB119900076,행복유치원,37.496166,126.9408686
SEB119900077,대림현대아파트,37.4861568,126.972484
SEB119900078,사자암,37.4937689,126.9363189
SEB119900079,상도4동성문교회,37.4986599,126.9395008
SEB119900080,달마사,37.5005416,126.9609607
SEB119900081,자이아파트정문앞,37.4891368,126.9627803
SEB119900082,삼성래미안.롯데캐슬,37.4897032,126.9709674
SEB119900083,사당역10번출구,37.4786874,126.981581
SEB119900084,아카데미타워,37.4912126,126.9244163
SEB119900085,밤골.상도역롯데캐슬파크엘,37.5019654,126.9455074
SEB119900086,동양아파트,37.4996661,126.9597101
SEB119900087,전문건설회관.보라매병원,37.4923779,126.9246888
SEB119900088,동원베네스트,37.5032059,126.9447645
SEB119900089,유앤미아파트,37.5009535,126.9600159
SEB119900090,부강탕,37.5045473,126.9459783
SEB119900091,중앙빌리지.동부센트레빌,37.5019875,126.9602426
SEB119900092,은로초등학교,37.5032573,126.9607814
SEB119900093,신대방삼거리역.성대시장,37.4982254,126.9279311
SEB119900094,중앙대부속초등학교.롯데캐슬에듀포레,37.5051703,126.9608329
SEB119900095,동작우체국,37.4977295,126.924507
SEB119900096,새소망교회,37.5062095,126.9415658
SEB119900097,중앙대병원후문.흑석시장,37.5064627,126.9612695
SEB119900098,보라매어린이집.문창중학교,37.4976606,126.9231095
SEB119900099,신동아아파트701동앞,37.5075024,126.9429719
SEB119900100,중앙대병원,37.5075405,126.9613764
SEB119900101,중앙대정문,37.5067437,126.9582233
SEB119900102,신동아관리사무소,37.5084979,126.9445445
SEB119900103,신동아상가,37.5081301,126.9460741
SEB119900104,건영아파트,37.5074478,126.9476344
SEB119900105,중앙대후문,37.5050129,126.9539815
SEB119900106,현진빌라.고마트,37.4972109,126.9430023
SEB119900107,약수맨션.약수당약국,37.4980739,126.9433569
SEB119900108,상도역,37.5035799,126.9489458
SEB119900109,밤골.상도역롯데캐슬파크엘,37.5018096,126.9458004
SEB119900110,대림아파트,37.5053838,126.9466416
SEB119900111,동작하이슈퍼,37.4949423,126.9366391
SEB119900112,상도역7호선,37.5029069,126.9470766
SEB119900113,안일약국,37.4977616,126.9345557
SEB119900114,신동아리버파크,37.5066765,126.9477107
SEB119900115,제일성민교회,37.4953914,126.9373309
SEB119900116,범한택시,37.5000612,126.9240183
SEB119900117,우성아파트,37.5083026,126.9469766
SEB119900118,사거리,37.4960363,126.9367943
SEB119900119,영동슈퍼,37.5028691,126.9241105
SEB119900120,강남교회.오거리,37.5102462,126.9447876
SEB119900121,건영아파트후문,37.5078063,126.9515026
SEB119900122,계령약국,37.4991701,126.9331136
SEB119900123,대방교회,37.5039714,126.9230394
SEB119900124,한신아파트,37.5087397,126.9512588
SEB119900125,강현중학교.동작청소년문화의집,37.5030004,126.9345122
SEB119900126,노량진역,37.5135038,126.9432478
SEB119900127,성대시장,37.5000943,126.932126
SEB119900128,대림아파트후문.성남중.고교,37.5058658,126.924992
SEB119900129,삼성래미안아파트,37.5103454,126.9510847
SEB119900130,쌍용아파트,37.5015039,126.932986
SEB119900131,극동아파트,37.5111105,126.9512098
SEB119900132,충남정육점,37.499145,126.9399946
SEB119900133,성원아파트,37.5088217,126.9254188
SEB119900134,본동시장,37.5122399,126.9519737
SEB119900135,화성목욕탕,37.4997752,126.940666
SEB119900136,명창빌딩,37.5044966,126.9365066
SEB119900138,7호선장승배기역5번출구,37.5050962,126.9389753
SEB119900139,숭의여중고교.공군항공안전단,37.5073826,126.9296959
SEB119900140,테니스장앞,37.4981116,126.959367
SEB119900141,국민은행,37.5044197,126.9375688
SEB119900142,건영아파트,37.5072747,126.9475588
SEB119900143,숭실대후문,37.4950484,126.9611601
SEB119900144,9호선노량진역.동작구청,37.5130148,126.9400887
SEB119900145,KT동작전화국,37.5123694,126.9345611
SEB119900146,예스플러스,37.5039638,126.9224942
SEB119900147,주택가,37.505504,126.9364798
SEB119900148,신동아상가,37.5079978,126.9463253
SEB119900149,노량진역,37.5137237,126.9414536
SEB119900150,경성의원.새마을금고앞,37.5127937,126.9359804
SEB119900151,대방역2번출구앞,37.5127789,126.927588
SEB119900152,삼성래미안.동작청소년문화의집,37.5055356,126.934817
SEB119900153,신동아관리사무소,37.5083076,126.9440017
SEB119900154,자이아파트정문앞,37.4893053,126.9628435
SEB119900155,동작우체국,37.4978102,126.9238815
SEB119900156,노들역.노량진교회,37.512313,126.9545381
SEB119900157,사회복지관앞,37.5059022,126.9330952
SEB119900158,신동아아파트701동앞,37.5074809,126.9432253
SEB119900159,LG아파트상가,37.4886009,126.9635608
SEB119900160,신동아아파트,37.4900072,126.9765786
SEB119900161,봉천고개현대아파트,37.4918793,126.9561179
SEB119900162,강남교회.오거리,37.5102778,126.9449289
SEB119900163,코오롱하늘채아파트,37.49917,126.924009
SEB119900164,본동초등학교,37.5107266,126.953555
SEB119900165,대방목욕탕,37.5069461,126.9319982
SEB119900166,새소망교회,37.5063972,126.9420033
SEB119900167,시장입구,37.4894721,126.9771578
SEB119900168,우성아파트,37.5083531,126.9471191
SEB119900169,7호선신대방삼거리역4번출구,37.4998232,126.9267443
SEB119900170,도시가스.두산아파트,37.5050531,126.944702
SEB119900171,남부교회,37.5091952,126.9320719
SEB119900172,상도감리교회,37.5054913,126.9415426
SEB119900173,삼호APT.오네뜨아파트,37.4865452,126.9656301
SEB119900174,우성201동.극동112동,37.4881706,126.9760206
SEB119900175,건영아파트,37.5068731,126.9480737
SEB119900177,동작고교.사당5동주민센터,37.4850994,126.9674875
SEB119900178,동작삼일수영장,37.4871765,126.9747872
SEB119900179,봉천고개관악현대아파트,37.4921183,126.9566324
SEB119900180,대림아파트,37.50518,126.946671
SEB119900181,상도브라운스톤,37.5052861,126.9438049
SEB119900182,대림아파트후문,37.4884618,126.9725906
SEB119900183,삼거리,37.4855349,126.9684496
SEB119900184,이수역,37.4865587,126.9819149
SEB119900185,극동아파트앞,37.5110727,126.9513637
SEB119900186,대방역1번출구,37.5130699,126.9274282
SEB119900187,삼일공원,37.4869726,126.974016
SEB119900188,상도은빛어르신복지관,37.5063885,126.9505398
SEB119900189,상도2동주민센터,37.5050526,126.9417827
SEB119900190,경성의원.새마을금고앞,37.5126188,126.9359545
SEB119900191,해태타워앞,37.4910939,126.9246607
SEB119900192,사당솔밭도서관,37.4834269,126.9670879
SEB119900193,신동아정문,37.5101499,126.9512523
SEB119900194,동원베네스트,37.5034539,126.9451749
SEB119900195,남성초등학교.사당청소년문화의집,37.4861375,126.9749763
SEB119900196,총신대역,37.4875652,126.9819723
SEB119900197,KT동작지사,37.5121801,126.934473
SEB119900198,동작고등학교,37.4815722,126.9664442
SEB119900199,정금마을,37.4942912,126.9824785
SEB119900200,남부교회,37.5089709,126.932287
SEB119900201,삼거리우편물취급소,37.4842177,126.9772691
SEB119900202,경문고등학교,37.4901289,126.9823279
SEB119900203,현대아파트,37.5120526,126.9320467
SEB119900204,갯마을,37.4963331,126.9826635
SEB119900205,건영아파트,37.5078829,126.9515987
SEB119900206,대방목욕탕,37.5071048,126.9323905
SEB119900208,노들역5번출구앞,37.5124916,126.9524708
SEB119900209,사당1동주민센터입구,37.4840873,126.9787425
SEB119900210,보문사,37.4961868,126.9385856
SEB119900211,동아아파트,37.4966058,126.9401307
SEB119900212,행복유치원,37.4957521,126.9412493
SEB119900213,동아아파트,37.4963534,126.9401507
SEB119900214,보문사,37.4961202,126.9386456
SEB119900215,제일성민교회,37.4953374,126.937401
SEB119900216,동작하이슈퍼,37.494918,126.9367296
SEB119900217,사자암,37.4937167,126.9364049
SEB119900218,당곡중.고등학교,37.492898,126.9354998
SEB119900219,갑을명가아파트,37.4936012,126.9344802
SEB119900220,영은교회,37.4943795,126.9339921
SEB119900221,선재유통,37.4945545,126.9327547
SEB119900222,빙수골공영주차장,37.4952993,126.932011
SEB119900223,백경세탁소,37.4965907,126.9307149
SEB119900224,푸른초장교회,37.4977131,126.9300251
SEB119900225,7호선신대방삼거리역2번출구.국민은행,37.4986476,126.9286659
SEB119900226,노량진한국법학교육원,37.5123537,126.9443313
SEB119900227,노량진신한은행,37.5121553,126.9441708
SEB119900228,숭의여중고교.공군항공안전단,37.5079992,126.9301467
SEB119900229,장성교회,37.5074026,126.9398308
SEB119900230,현대아파트,37.5122894,126.9318316
SEB119900231,신동아상가,37.5087596,126.951407
SEB119900232,동작경희병원,37.5028527,126.9360217
SEB119900233,삼일초등학교앞,37.4881057,126.9756632
SEB119900234,보라매공원,37.4946008,126.918191
